alert_kind,alert_type,ts_alert,ip,session_duration,total_attempts,layer1_class,layer1_label,layer2_score,layer2_anomaly,had_early_alert,alert_subtype,ts_first,attempts_so_far,failures_so_far,reason,event_index
EARLY_ALERT,,1703914936,185.222.209.151,,,,,,,,BRUTE_FORCE,1703914848.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703915215,185.222.209.151,,,,,,,,SCAN,1703914848.0,23.0,23.0,unique_users=4 >= 4,23.0
EARLY_ALERT,,1703915410,46.101.0.16,,,,,,,,BRUTE_FORCE,1703915396.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703915412,46.101.0.16,,,,,,,,SCAN,1703915396.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703866476,212.47.254.64,11.0,2.0,1.0,Single failure,0.1355,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703848038,181.214.87.4,61.0,6.0,3.0,Brute-force,0.1304,0.0,1.0,,,,,,
EARLY_ALERT,,1703916227,172.96.142.155,,,,,,,,BRUTE_FORCE,1703916216.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703916237,172.96.142.155,,,,,,,,SCAN,1703916216.0,10.0,10.0,unique_users=4 >= 4,10.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703277125,51.15.183.141,58.0,16.0,3.0,Brute-force,-0.0066,1.0,1.0,,,,,,
EARLY_ALERT,,1703916817,51.15.183.141,,,,,,,,BRUTE_FORCE,1703916802.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703916845,51.15.183.141,,,,,,,,SCAN,1703916802.0,13.0,13.0,unique_users=4 >= 4,13.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702870933,103.99.3.227,7.0,5.0,2.0,Scan,0.1143,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703875945,212.47.249.39,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702501749,163.172.227.16,22.0,8.0,3.0,Brute-force,0.0214,0.0,1.0,,,,,,
EARLY_ALERT,,1703919791,163.172.227.16,,,,,,,,BRUTE_FORCE,1703919770.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703919801,163.172.227.16,,,,,,,,SCAN,1703919770.0,8.0,8.0,unique_users=4 >= 4,8.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703916205,181.214.87.4,21.0,3.0,2.0,Scan,0.1308,0.0,0.0,,,,,,
EARLY_ALERT,,1703922196,181.214.87.4,,,,,,,,BRUTE_FORCE,1703922174.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703922201,181.214.87.4,,,,,,,,SCAN,1703922174.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703896359,60.2.12.12,220.0,80.0,3.0,Brute-force,0.0757,0.0,1.0,,,,,,
EARLY_ALERT,,1703923074,60.2.12.12,,,,,,,,BRUTE_FORCE,1703923060.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703923725,61.92.179.72,,,,,,,,BRUTE_FORCE,1703923709.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703922410,112.53.156.90,2.0,2.0,1.0,Single failure,0.0244,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703894964,103.207.36.21,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
EARLY_ALERT,,1703926278,218.65.30.190,,,,,,,,BRUTE_FORCE,1703926232.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703924418,112.53.156.90,3.0,2.0,1.0,Single failure,0.0333,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703915772,212.47.254.64,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703178166,185.165.29.57,158.0,34.0,3.0,Brute-force,0.0705,0.0,1.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703926317,112.53.156.90,2.0,2.0,1.0,Single failure,0.0244,0.0,0.0,,,,,,
EARLY_ALERT,,1703929182,8.25.30.21,,,,,,,,BRUTE_FORCE,1703929173.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703929415,218.65.30.40,,,,,,,,BRUTE_FORCE,1703929368.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703906525,5.188.10.182,153.0,46.0,3.0,Brute-force,0.0929,0.0,1.0,,,,,,
EARLY_ALERT,,1703929867,5.188.10.182,,,,,,,,BRUTE_FORCE,1703929846.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703929872,5.188.10.182,,,,,,,,SCAN,1703929846.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703848021,58.53.219.75,10.0,2.0,1.0,Single failure,0.1326,0.0,0.0,,,,,,
EARLY_ALERT,,1703930587,58.53.219.75,,,,,,,,BRUTE_FORCE,1703930577.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703903780,5.188.10.180,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
EARLY_ALERT,,1703930801,5.188.10.180,,,,,,,,BRUTE_FORCE,1703930775.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703930810,5.188.10.180,,,,,,,,SCAN,1703930775.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703912488,212.47.252.220,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703916250,172.96.142.155,34.0,17.0,3.0,Brute-force,0.0785,0.0,1.0,,,,,,
EARLY_ALERT,,1703936405,172.96.142.155,,,,,,,,BRUTE_FORCE,1703936394.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703936415,172.96.142.155,,,,,,,,SCAN,1703936394.0,10.0,10.0,unique_users=4 >= 4,10.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703915217,185.222.209.151,369.0,24.0,3.0,Brute-force,0.0654,0.0,1.0,,,,,,
EARLY_ALERT,,1703936698,185.222.209.151,,,,,,,,BRUTE_FORCE,1703936631.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703917792,212.47.249.39,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
EARLY_ALERT,,1703936877,185.222.209.151,,,,,,,,SCAN,1703936631.0,23.0,23.0,unique_users=4 >= 4,23.0
EARLY_ALERT,,1703937685,159.89.38.66,,,,,,,,BRUTE_FORCE,1703937670.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703937687,159.89.38.66,,,,,,,,SCAN,1703937670.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703916864,51.15.183.141,62.0,16.0,3.0,Brute-force,-0.0058,1.0,1.0,,,,,,
EARLY_ALERT,,1703938588,51.15.183.141,,,,,,,,BRUTE_FORCE,1703938571.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703938613,51.15.183.141,,,,,,,,SCAN,1703938571.0,13.0,13.0,unique_users=4 >= 4,13.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703928224,112.53.156.90,2.0,2.0,1.0,Single failure,0.0244,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703930826,5.188.10.180,51.0,12.0,3.0,Brute-force,0.1172,0.0,1.0,,,,,,
EARLY_ALERT,,1703942566,5.188.10.180,,,,,,,,BRUTE_FORCE,1703942522.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703885504,195.154.37.122,7.0,3.0,2.0,Scan,0.0342,0.0,0.0,,,,,,
EARLY_ALERT,,1703944407,220.165.100.186,,,,,,,,BRUTE_FORCE,1703944398.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703927085,212.47.254.64,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703934002,212.47.252.220,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702405392,103.210.135.136,14.0,7.0,3.0,Brute-force,0.0474,0.0,1.0,,,,,,
EARLY_ALERT,,1703945936,110.72.34.14,,,,,,,,BRUTE_FORCE,1703945926.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703948152,119.164.255.207,,,,,,,,BRUTE_FORCE,1703948139.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703949443,144.0.225.197,,,,,,,,BRUTE_FORCE,1703949434.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703140337,60.191.144.54,9.0,2.0,1.0,Single failure,0.1317,0.0,0.0,,,,,,
EARLY_ALERT,,1703949907,60.191.144.54,,,,,,,,BRUTE_FORCE,1703949897.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703951337,178.47.108.80,,,,,,,,BRUTE_FORCE,1703951326.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703951988,219.151.22.37,,,,,,,,BRUTE_FORCE,1703951977.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703909478,103.79.142.55,7.0,5.0,2.0,Scan,0.1143,0.0,0.0,,,,,,
EARLY_ALERT,,1703953530,123.249.20.41,,,,,,,,BRUTE_FORCE,1703953492.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703909864,212.47.235.87,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703945218,212.47.252.220,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
EARLY_ALERT,,1703954170,222.142.66.125,,,,,,,,BRUTE_FORCE,1703954160.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703936879,185.222.209.151,248.0,24.0,3.0,Brute-force,0.0657,0.0,1.0,,,,,,
EARLY_ALERT,,1703954966,185.222.209.151,,,,,,,,BRUTE_FORCE,1703954879.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703144613,103.207.39.212,8.0,5.0,2.0,Scan,0.115,0.0,0.0,,,,,,
EARLY_ALERT,,1703957375,5.18.248.14,,,,,,,,BRUTE_FORCE,1703957363.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703922319,181.214.87.4,145.0,24.0,3.0,Brute-force,0.0957,0.0,1.0,,,,,,
EARLY_ALERT,,1703959033,181.214.87.4,,,,,,,,BRUTE_FORCE,1703959008.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703959045,181.214.87.4,,,,,,,,SCAN,1703959008.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702359852,103.207.39.99,11.0,7.0,3.0,Brute-force,0.0928,0.0,1.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703941260,216.71.19.2,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703929941,5.188.10.182,95.0,24.0,3.0,Brute-force,0.0963,0.0,1.0,,,,,,
EARLY_ALERT,,1703960432,5.188.10.182,,,,,,,,BRUTE_FORCE,1703960394.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702567410,195.154.45.62,4.0,2.0,1.0,Single failure,0.0378,0.0,0.0,,,,,,
EARLY_ALERT,,1703961859,195.154.45.62,,,,,,,,SCAN,1703961836.0,5.0,5.0,unique_users=4 >= 4,5.0
EARLY_ALERT,,1703961862,195.154.45.62,,,,,,,,BRUTE_FORCE,1703961836.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703964334,169.0.180.253,,,,,,,,BRUTE_FORCE,1703964305.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703964734,169.0.180.253,,,,,,,,SCAN,1703964305.0,7.0,7.0,unique_users=4 >= 4,7.0
EARLY_ALERT,,1703965090,218.65.30.126,,,,,,,,BRUTE_FORCE,1703965046.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703970787,220.191.194.22,,,,,,,,BRUTE_FORCE,1703970780.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703960432,5.188.10.182,38.0,6.0,3.0,Brute-force,0.1274,0.0,1.0,,,,,,
EARLY_ALERT,,1703972558,5.188.10.182,,,,,,,,BRUTE_FORCE,1703972535.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703972564,5.188.10.182,,,,,,,,SCAN,1703972535.0,7.0,7.0,unique_users=4 >= 4,7.0
EARLY_ALERT,,1703973523,45.32.212.203,,,,,,,,BRUTE_FORCE,1703973512.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703973527,45.32.212.203,,,,,,,,SCAN,1703973512.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703927628,185.165.29.57,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703955019,185.222.209.151,140.0,9.0,3.0,Brute-force,0.1271,0.0,1.0,,,,,,
EARLY_ALERT,,1703977822,185.222.209.151,,,,,,,,BRUTE_FORCE,1703977745.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703942266,112.53.156.90,2.0,2.0,1.0,Single failure,0.0244,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703942566,5.188.10.180,44.0,6.0,3.0,Brute-force,0.1274,0.0,1.0,,,,,,
EARLY_ALERT,,1703979653,5.188.10.180,,,,,,,,BRUTE_FORCE,1703979623.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703953544,212.47.235.87,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
EARLY_ALERT,,1703982135,1.34.138.144,,,,,,,,BRUTE_FORCE,1703982113.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703982136,1.34.138.144,,,,,,,,SCAN,1703982113.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703945156,212.47.254.64,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703904462,51.15.199.66,18.0,3.0,1.0,Single failure,0.0025,0.0,0.0,,,,,,
EARLY_ALERT,,1703982470,212.47.254.64,,,,,,,,BRUTE_FORCE,1703982439.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703982482,51.15.199.66,,,,,,,,BRUTE_FORCE,1703982464.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703984119,90.54.119.145,,,,,,,,BRUTE_FORCE,1703984103.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703912692,103.99.0.122,162.0,53.0,3.0,Brute-force,0.091,0.0,1.0,,,,,,
EARLY_ALERT,,1703984689,103.99.0.122,,,,,,,,BRUTE_FORCE,1703984677.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703984692,103.99.0.122,,,,,,,,SCAN,1703984677.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702823764,60.172.229.172,12.0,7.0,3.0,Brute-force,0.0406,0.0,1.0,,,,,,
EARLY_ALERT,,1703984926,60.172.229.172,,,,,,,,BRUTE_FORCE,1703984917.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703986907,95.188.84.199,,,,,,,,BRUTE_FORCE,1703986896.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703987008,95.188.84.199,,,,,,,,SCAN,1703986896.0,43.0,43.0,unique_users=4 >= 4,43.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703959147,181.214.87.4,139.0,32.0,3.0,Brute-force,0.0983,0.0,1.0,,,,,,
EARLY_ALERT,,1703988597,181.214.87.4,,,,,,,,BRUTE_FORCE,1703988564.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703982498,51.15.199.66,34.0,13.0,3.0,Brute-force,-0.0158,1.0,1.0,,,,,,
EARLY_ALERT,,1703988889,51.15.199.66,,,,,,,,BRUTE_FORCE,1703988868.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703936835,212.47.249.39,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
EARLY_ALERT,,1703989083,212.47.249.39,,,,,,,,BRUTE_FORCE,1703989050.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703982100,212.47.235.87,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703953711,212.47.252.220,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703890922,5.188.10.156,25.0,5.0,2.0,Scan,0.1274,0.0,0.0,,,,,,
EARLY_ALERT,,1703993603,5.188.10.156,,,,,,,,BRUTE_FORCE,1703993582.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703993610,5.188.10.156,,,,,,,,SCAN,1703993582.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703098915,123.150.200.121,13.0,7.0,3.0,Brute-force,0.046,0.0,1.0,,,,,,
EARLY_ALERT,,1703994050,123.150.200.121,,,,,,,,BRUTE_FORCE,1703994040.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703906730,60.191.240.70,10.0,2.0,1.0,Single failure,0.1326,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703930589,58.53.219.75,12.0,7.0,3.0,Brute-force,0.0406,0.0,1.0,,,,,,
EARLY_ALERT,,1703997560,58.53.219.75,,,,,,,,BRUTE_FORCE,1703997552.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703977837,185.222.209.151,92.0,7.0,3.0,Brute-force,0.1344,0.0,1.0,,,,,,
EARLY_ALERT,,1703997748,185.222.209.151,,,,,,,,BRUTE_FORCE,1703997676.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703997981,185.222.209.151,,,,,,,,SCAN,1703997676.0,23.0,23.0,unique_users=4 >= 4,23.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703979653,5.188.10.180,30.0,6.0,3.0,Brute-force,0.1264,0.0,1.0,,,,,,
EARLY_ALERT,,1703998341,5.188.10.180,,,,,,,,BRUTE_FORCE,1703998312.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703998349,5.188.10.180,,,,,,,,SCAN,1703998312.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703993733,5.188.10.156,151.0,46.0,3.0,Brute-force,0.0924,0.0,1.0,,,,,,
EARLY_ALERT,,1703998522,5.188.10.156,,,,,,,,BRUTE_FORCE,1703998503.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1703998525,5.188.10.156,,,,,,,,SCAN,1703998503.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703951999,103.79.142.55,7.0,5.0,2.0,Scan,0.1143,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703955600,103.207.39.212,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703926183,103.207.36.21,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703991710,212.47.235.87,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703988907,51.15.199.66,39.0,13.0,3.0,Brute-force,-0.0135,1.0,1.0,,,,,,
EARLY_ALERT,,1704001300,51.15.199.66,,,,,,,,BRUTE_FORCE,1704001280.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703938630,51.15.183.141,59.0,16.0,3.0,Brute-force,-0.0055,1.0,1.0,,,,,,
EARLY_ALERT,,1704005172,51.15.183.141,,,,,,,,BRUTE_FORCE,1704005158.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1704005177,51.15.183.141,,,,,,,,SCAN,1704005158.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703984810,103.99.0.122,133.0,53.0,3.0,Brute-force,0.0815,0.0,1.0,,,,,,
EARLY_ALERT,,1704006278,103.99.0.122,,,,,,,,BRUTE_FORCE,1704006267.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1704006283,103.99.0.122,,,,,,,,SCAN,1704006267.0,7.0,7.0,unique_users=4 >= 4,7.0
EARLY_ALERT,,1704007061,95.85.6.208,,,,,,,,BRUTE_FORCE,1704007047.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1704007070,95.85.6.208,,,,,,,,SCAN,1704007047.0,8.0,8.0,unique_users=4 >= 4,8.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703988597,181.214.87.4,33.0,6.0,3.0,Brute-force,0.1288,0.0,1.0,,,,,,
EARLY_ALERT,,1704008054,181.214.87.4,,,,,,,,BRUTE_FORCE,1704008033.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1704008066,181.214.87.4,,,,,,,,SCAN,1704008033.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703972699,5.188.10.182,164.0,46.0,3.0,Brute-force,0.0929,0.0,1.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703156095,178.151.45.76,12.0,2.0,1.0,Single failure,0.0258,0.0,0.0,,,,,,
EARLY_ALERT,,1704009737,178.151.45.76,,,,,,,,BRUTE_FORCE,1704009725.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1704000388,212.47.235.87,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703965081,185.165.31.41,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703998907,103.207.39.212,8.0,3.0,2.0,Scan,0.1379,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702598132,101.71.29.235,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
EARLY_ALERT,,1704015421,101.71.29.235,,,,,,,,BRUTE_FORCE,1704015413.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703884989,59.52.8.212,34.0,16.0,3.0,Brute-force,0.0725,0.0,1.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703998431,5.188.10.180,119.0,24.0,3.0,Brute-force,0.096,0.0,1.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703993398,212.47.252.220,10.0,2.0,1.0,Single failure,0.1326,0.0,0.0,,,,,,
EARLY_ALERT,,1704017441,5.188.10.180,,,,,,,,BRUTE_FORCE,1704017411.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1704017452,5.188.10.180,,,,,,,,SCAN,1704017411.0,7.0,7.0,unique_users=4 >= 4,7.0
EARLY_ALERT,,1704017738,153.35.1.117,,,,,,,,BRUTE_FORCE,1704017729.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703977909,112.53.156.90,2.0,2.0,1.0,Single failure,0.0244,0.0,0.0,,,,,,
EARLY_ALERT,,1704020006,165.227.221.120,,,,,,,,BRUTE_FORCE,1704019992.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1704020009,165.227.221.120,,,,,,,,SCAN,1704019992.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703998019,185.222.209.151,343.0,25.0,3.0,Brute-force,0.0883,0.0,1.0,,,,,,
EARLY_ALERT,,1704020730,185.222.209.151,,,,,,,,BRUTE_FORCE,1704020667.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1704020986,185.222.209.151,,,,,,,,SCAN,1704020667.0,23.0,23.0,unique_users=4 >= 4,23.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703943620,195.154.37.122,8.0,3.0,2.0,Scan,0.0345,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703976123,185.165.29.57,0.0,1.0,1.0,Single failure,0.332,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703259290,103.89.91.98,16.0,8.0,3.0,Brute-force,0.112,0.0,1.0,,,,,,
EARLY_ALERT,,1704023569,103.89.91.98,,,,,,,,BRUTE_FORCE,1704023561.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1704023570,103.89.91.98,,,,,,,,SCAN,1704023561.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1703869301,80.211.140.229,22.0,5.0,1.0,Single failure,0.0106,0.0,0.0,,,,,,
EARLY_ALERT,,1704025656,80.211.140.229,,,,,,,,BRUTE_FORCE,1704025630.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1704025726,80.211.140.229,,,,,,,,SCAN,1704025630.0,27.0,27.0,unique_users=4 >= 4,27.0
